VBELN,POSNR,MATNR,KDMAT
0115347691,1570,000000000080685118,80685118
0115347691,1571,000000000080685118,80685118
0115347691,1580,000000000080700302,80700302
0115347691,1581,000000000080700302,80700302
0115347691,1590,000000000080722871,80722871
0115347691,1600,000000000080685123,80685123
0115347691,1601,000000000080685123,80685123
0115347691,1610,000000000080685115,80685115
0115347691,1611,000000000080685115,80685115
0115347691,1620,000000000080685124,80685124
0115347691,1621,000000000080685124,80685124
0115347691,1630,000000000080742605,80742605
0115347691,1640,000000000080739185,80739185
0115347691,1650,000000000080739186,80739186
0115347691,1660,000000000080739188,80739188
0115347691,1670,000000000080739189,80739189
0115347691,1680,000000000080739190,80739190
0115347691,1690,000000000080739191,80739191
0115347691,1700,000000000082299716,82299716
0115347691,1710,000000000082325796,82325796
0115347691,1720,000000000082325798,82325798
0115347691,1730,000000000082325799,82325799
0115347691,1740,000000000080718778,80718778
0115347691,1750,000000000080714022,80714022
0115347691,1760,000000000080714023,80714023
0115347691,1770,000000000080718664,80718664
0115347691,1780,000000000080718773,80718773
0115347691,1790,000000000080719200,80719200
0115347691,1800,000000000080720978,80720978
0115347691,1810,000000000082323477,82323477
0115347691,1820,000000000082282189,82282189
0115347691,1830,000000000080721899,80721899
0115347691,1831,000000000080721899,80721899
0115347691,1840,000000000080742607,80742607
0115347691,1841,000000000080742607,80742607
0115347691,1850,000000000080725751,80725751
0115347691,1851,000000000080725751,80725751
0115347691,1860,000000000080745605,80745605
0115347691,1870,000000000082322606,82322606
0115347691,1871,000000000082322606,82322606
0115347691,1880,000000000080741799,80741799
0115347691,1890,000000000080742583,80742583
0115347691,1900,000000000080742582,80742582
0115347691,1910,000000000080742584,80742584
0115347691,1920,000000000080738849,80738849
0115347691,1930,000000000080744372,80744372
0115347691,1940,000000000080745251,80745251
0115347691,1950,000000000080738853,80738853
0115347691,1960,000000000080730543,80730543
0115347691,1961,000000000080730543,80730543
0115347691,1970,000000000080730536,80730536
0115347691,1980,000000000080686740,80686740
0115347691,1981,000000000080686740,80686740
0115347691,1990,000000000080731768,80731768
0115347691,1991,000000000080731768,80731768
0115347691,2000,000000000080714020,80714020
0115347691,2010,000000000080730505,80730505
0115347691,2011,000000000080730505,80730505
0115347691,2020,000000000080696554,80696554
0115347691,2021,000000000080696554,80696554
0115347691,2030,000000000080730501,80730501
0115347691,2031,000000000080730501,80730501
0115347691,2040,000000000080686739,80686739
0115347691,2041,000000000080686739,80686739
0115347691,2050,000000000080696555,80696555
0115347691,2060,000000000080702686,80702686
0115347691,2061,000000000080702686,80702686
0115347691,2070,000000000080733191,80733191
0115347691,2080,000000000080709916,80709916
0115347691,2081,000000000080709916,80709916
0115347691,2090,000000000080709919,80709919
0115347691,2091,000000000080709919,80709919
0115347691,2100,000000000080709920,80709920
0115347691,2101,000000000080709920,80709920
0115347691,2110,000000000080709918,80709918
0115347691,2111,000000000080709918,80709918
0115347691,2120,000000000080726539,80726539
0115347691,2121,000000000080726539,80726539
0115347691,2130,000000000080733187,80733187
0115347691,2140,000000000080737421,80737421
0115347691,2150,000000000080733234,80733234
0115347691,2160,000000000080736039,80736039
0115347691,2170,000000000080690289,80690289
0115347691,2171,000000000080690289,80690289
0115347691,2180,000000000080691427,80691427
0115347691,2190,000000000080710409,80710409
0115347691,2200,000000000080710410,80710410
0115347691,2210,000000000080684726,80684726
0115347692,10,000000000080693628,80693628
0115347695,10,000000000080714622,80714622
0115347695,20,000000000080696313,80696313
0115347695,30,000000000082293547,82293547
0115347695,31,000000000082293547,82293547
0115347695,40,000000000080754036,80754036
0115347695,50,000000000080754034,80754034
0115347695,60,000000000080725845,80725845
0115347695,61,000000000080725845,80725845
0115347695,70,000000000080726352,80726352
0115347695,71,000000000080726352,80726352
0115347695,80,000000000080713973,80713973
0115347695,90,000000000080713972,80713972
0115347695,100,000000000080713974,80713974
0115347695,110,000000000080713979,80713979
0115347695,120,000000000080713976,80713976
0115347695,130,000000000080745945,80745945
0115347695,140,000000000080751313,80751313
0115347695,150,000000000080751314,80751314
0115347695,160,000000000080751315,80751315
0115347695,170,000000000082325543,82325543
0115347695,171,000000000082325543,82325543
0115347695,180,000000000080741545,80741545
0115347695,190,000000000080745852,80745852
0115347695,200,000000000080751770,80751770
0115347695,210,000000000080725127,80725127
0115347695,220,000000000080725125,80725125
0115347695,230,000000000082325521,82325521
0115347695,231,000000000082325521,82325521
0115347695,240,000000000080741548,80741548
0115347695,250,000000000080741553,80741553
0115347695,260,000000000080721760,80721760
0115347695,270,000000000080741541,80741541
0115347695,280,000000000082325519,82325519
0115347695,281,000000000082325519,82325519
0115347695,290,000000000082325522,82325522
0115347695,291,000000000082325522,82325522
0115347695,300,000000000080745853,80745853
0115347695,310,000000000080721761,80721761
0115347695,320,000000000080742026,80742026
0115347695,330,000000000082325565,82325565
0115347695,331,000000000082325565,82325565
0115347695,340,000000000080725623,80725623
0115347695,350,000000000080725624,80725624
0115347695,360,000000000080725625,80725625
0115347695,370,000000000080725626,80725626
0115347695,380,000000000080738483,80738483
0115347695,390,000000000080745954,80745954
0115347695,400,000000000080745953,80745953
0115347695,410,000000000080752309,80752309
0115347695,420,000000000080745952,80745952
0115347695,430,000000000080740618,80740618
0115347695,440,000000000080740760,80740760
0115347695,450,000000000080752312,80752312
0115347695,460,000000000080751536,80751536
0115347695,470,000000000080717305,80717305
0115347695,480,000000000080717307,80717307
0115347695,490,000000000080717313,80717313
0115347695,500,000000000080717303,80717303
0115347695,510,000000000080693827,80693827
0115347695,511,000000000080693827,80693827
0115347695,520,000000000080721963,80721963
0115347695,530,000000000080721969,80721969
0115347695,540,000000000080721991,80721991
0115347695,550,000000000080693844,80693844
0115347695,551,000000000080693844,80693844
0115347695,560,000000000080693850,80693850
0115347695,561,000000000080693850,80693850
0115347695,570,000000000080693852,80693852
0115347695,571,000000000080693852,80693852
0115347695,580,000000000080694111,80694111
0115347695,581,000000000080694111,80694111
0115347695,590,000000000080721965,80721965
0115347695,600,000000000080694114,80694114
0115347695,601,000000000080694114,80694114
0115347695,610,000000000080694119,80694119
0115347695,611,000000000080694119,80694119
0115347695,620,000000000080764967,80764967
0115347695,630,000000000080764965,80764965
0115347695,640,000000000080764966,80764966
0115347695,650,000000000080758005,80758005
0115347695,660,000000000080703935,80703935
0115347695,670,000000000082322921,82322921
0115347695,671,000000000082322921,82322921
0115347695,680,000000000080704526,80704526
0115347695,681,000000000080704526,80704526
0115347695,690,000000000080695956,80695956
0115347695,700,000000000080695960,80695960
0115347695,710,000000000080695959,80695959
0115347695,720,000000000080693628,80693628
0115347695,730,000000000080752457,80752457
0115347695,740,000000000080707897,80707897
0115347695,750,000000000080738392,80738392
0115347695,760,000000000080735139,80735139
0115347695,770,000000000080735140,80735140
0115347695,780,000000000080684708,80684708
0115347695,790,000000000080684706,80684706
0115347695,800,000000000082313294,82313294
0115347695,810,000000000080698212,80698212
0115347695,820,000000000080698858,80698858
0115347695,830,000000000082276751,82276751
0115347695,840,000000000082276748,82276748
0115347695,850,000000000082276750,82276750
0115347695,860,000000000080707789,80707789
0115347695,870,000000000082289667,82289667
0115347695,871,000000000082289667,82289667
0115347695,880,000000000082289668,82289668
0115347695,881,000000000082289668,82289668
0115347695,890,000000000082289666,82289666
0115347695,891,000000000082289666,82289666
0115347695,900,000000000080741457,80741457
0115347695,910,000000000082326936,82326936
0115347695,911,000000000082326936,82326936
0115347695,920,000000000080715460,80715460
0115347695,921,000000000080715460,80715460
0115347695,930,000000000080736982,80736982
0115347695,931,000000000080736982,80736982
0115347695,940,000000000082326900,82326900
0115347695,941,000000000082326900,82326900
0115347695,950,000000000082326899,82326899
0115347695,951,000000000082326899,82326899
0115347695,960,000000000080741469,80741469
0115347695,970,000000000080741470,80741470
0115347695,980,000000000082326898,82326898
0115347695,981,000000000082326898,82326898
0115347695,990,000000000082326945,82326945
0115347695,991,000000000082326945,82326945
0115347695,1000,000000000080741458,80741458
0115347695,1010,000000000082326932,82326932
0115347695,1011,000000000082326932,82326932
0115347695,1020,000000000080715462,80715462
0115347695,1021,000000000080715462,80715462
0115347695,1030,000000000080727511,80727511
0115347695,1031,000000000080727511,80727511
0115347695,1040,000000000082326949,82326949
0115347695,1050,000000000082326891,82326891
0115347695,1060,000000000080738838,80738838
0115347695,1070,000000000082326875,82326875
0115347695,1071,000000000082326875,82326875
0115347695,1080,000000000080702896,80702896
0115347695,1090,000000000080710509,80710509
0115347695,1100,000000000080710499,80710499
0115347695,1110,000000000080737744,80737744
0115347695,1120,000000000080722535,80722535
0115347695,1130,000000000080708708,80708708
0115347695,1140,000000000080738394,80738394
0115347695,1150,000000000080691388,80691388
0115347695,1160,000000000080738396,80738396
0115347695,1170,000000000080738611,80738611
0115347695,1180,000000000080691376,80691376
0115347695,1190,000000000082300179,82300179
0115347695,1191,000000000082300179,82300179
0115347695,1200,000000000080738610,80738610
0115347695,1210,000000000080691421,80691421
0115347695,1220,000000000080694650,80694650
0115347695,1230,000000000080691426,80691426
0115347695,1240,000000000080708723,80708723
0115347695,1250,000000000080739137,80739137
0115347695,1251,000000000080739137,80739137
0115347695,1260,000000000080739141,80739141
0115347695,1270,000000000080739140,80739140
0115347695,1280,000000000080738857,80738857
0115347695,1290,000000000080739139,80739139
0115347695,1291,000000000080739139,80739139
0115347695,1300,000000000080718079,80718079
0115347695,1310,000000000080738859,80738859
0115347695,1320,000000000080691427,80691427
0115347695,1330,000000000080691428,80691428
0115347695,1340,000000000080691429,80691429
0115347695,1350,000000000080708710,80708710
0115347695,1360,000000000080740681,80740681
0115347695,1370,000000000080704604,80704604
0115347695,1380,000000000080691380,80691380
0115347695,1390,000000000082315678,82315678
0115347695,1391,000000000082315678,82315678
0115347695,1400,000000000080739142,80739142
0115347695,1410,000000000080720847,80720847
0115347695,1420,000000000080720846,80720846
0115347695,1430,000000000080745856,80745856
0115347695,1440,000000000080730540,80730540
0115347695,1441,000000000080730540,80730540
0115347695,1450,000000000080686700,80686700
0115347695,1451,000000000080686700,80686700
0115347695,1460,000000000080686710,80686710
0115347695,1461,000000000080686710,80686710
0115347695,1470,000000000080686701,80686701
0115347695,1471,000000000080686701,80686701
0115347695,1480,000000000080686713,80686713
0115347695,1481,000000000080686713,80686713
0115347695,1490,000000000080686723,80686723
0115347695,1491,000000000080686723,80686723
0115347695,1500,000000000080752128,80752128
0115347695,1510,000000000080685110,80685110
0115347695,1511,000000000080685110,80685110
0115347695,1520,000000000080700302,80700302
0115347695,1521,000000000080700302,80700302
